"date","dailyInfections","dailyHospitalizations","dailyCriticalCare","cumulativeInfections","cumulativeHospitalizations","cumulativeCriticalCare","LDLev","SD","UE"
2022-01-28,1343,45,37,569102,9718,4343,7,1,0.95
2022-01-29,1339,44,36,569465,9725,4345,7,1,0.95
2022-01-30,1335,44,36,569826,9731,4348,7,1,0.95
2022-01-31,1331,44,36,570187,9737,4351,7,1,0.95
2022-02-01,1327,44,36,570546,9743,4353,7,1,0.95
2022-02-02,1323,44,36,570905,9749,4356,7,1,0.95
2022-02-03,1319,44,36,571262,9755,4358,7,1,0.95
2022-02-04,1315,44,36,571618,9761,4361,7,1,0.95
2022-02-05,1311,44,36,571974,9767,4364,7,1,0.95
2022-02-06,1307,43,36,572328,9773,4366,7,1,0.95
2022-02-07,1303,43,35,572681,9779,4369,7,1,0.95
2022-02-08,1299,43,35,573033,9785,4371,7,1,0.95
2022-02-09,1295,43,35,573383,9791,4374,7,1,0.95
2022-02-10,1291,43,35,573733,9796,4376,7,1,0.95
2022-02-11,1287,43,35,574082,9802,4379,7,1,0.95
2022-02-12,1283,43,35,574429,9808,4382,7,1,0.95
2022-02-13,1279,43,35,574776,9814,4384,7,1,0.95
2022-02-14,1275,42,35,575121,9820,4387,7,1,0.95
2022-02-15,1272,42,35,575466,9826,4389,7,1,0.95
2022-02-16,1268,42,35,575809,9831,4392,7,1,0.95
2022-02-17,1264,42,34,576151,9837,4394,7,1,0.95
2022-02-18,1260,42,34,576493,9843,4397,7,1,0.95
2022-02-19,1256,42,34,576833,9849,4399,7,1,0.95
2022-02-20,1252,42,34,577172,9854,4401,7,1,0.95
2022-02-21,1248,42,34,577510,9860,4404,7,1,0.95
2022-02-22,1244,41,34,577847,9866,4406,7,1,0.95
2022-02-23,1240,41,34,578183,9871,4409,7,1,0.95
2022-02-24,1237,41,34,578518,9877,4411,7,1,0.95
2022-02-25,1233,41,34,578851,9883,4414,7,1,0.95
2022-02-26,1229,41,33,579184,9888,4416,7,1,0.95
2022-02-27,1225,41,33,579516,9894,4419,7,1,0.95
2022-02-28,1221,41,33,579846,9899,4421,7,1,0.95
2022-03-01,1217,41,33,580176,9905,4423,7,1,0.95
2022-03-02,1213,40,33,580505,9910,4426,7,1,0.95
2022-03-03,1210,40,33,580832,9916,4428,7,1,0.95
2022-03-04,1206,40,33,581159,9921,4431,7,1,0.95
2022-03-05,1202,40,33,581484,9927,4433,7,1,0.95
2022-03-06,1198,40,33,581808,9932,4435,7,1,0.95
2022-03-07,1194,40,33,582132,9938,4438,7,1,0.95
2022-03-08,1191,40,32,582454,9943,4440,7,1,0.95
2022-03-09,1187,40,32,582775,9949,4442,7,1,0.95
2022-03-10,1183,39,32,583096,9954,4445,7,1,0.95
2022-03-11,1179,39,32,583415,9959,4447,7,1,0.95
2022-03-12,1175,39,32,583733,9965,4449,7,1,0.95
2022-03-13,1172,39,32,584050,9970,4452,7,1,0.95
2022-03-14,1168,39,32,584367,9975,4454,7,1,0.95
2022-03-15,1164,39,32,584682,9981,4456,7,1,0.95
2022-03-16,1160,39,32,584996,9986,4458,7,1,0.95
2022-03-17,1157,39,32,585309,9991,4461,7,1,0.95
2022-03-18,1153,38,31,585621,9996,4463,7,1,0.95
2022-03-19,1149,38,31,585932,10002,4465,7,1,0.95
2022-03-20,1146,38,31,586242,10007,4468,7,1,0.95
2022-03-21,1142,38,31,586551,10012,4470,7,1,0.95
2022-03-22,1138,38,31,586859,10017,4472,7,1,0.95
2022-03-23,1134,38,31,587167,10022,4474,7,1,0.95
2022-03-24,1131,38,31,587473,10028,4477,7,1,0.95
2022-03-25,1127,38,31,587778,10033,4479,7,1,0.95
2022-03-26,1123,37,31,588082,10038,4481,7,1,0.95
2022-03-27,1120,37,31,588385,10043,4483,7,1,0.95
2022-03-28,1116,37,30,588687,10048,4485,7,1,0.95
2022-03-29,1112,37,30,588988,10053,4488,7,1,0.95
2022-03-30,1109,37,30,589288,10058,4490,7,1,0.95
2022-03-31,1105,37,30,589587,10063,4492,7,1,0.95
2022-04-01,1101,37,30,589885,10068,4494,7,1,0.95
2022-04-02,1098,37,30,590182,10073,4496,7,1,0.95
2022-04-03,1094,36,30,590478,10078,4498,7,1,0.95
2022-04-04,1091,36,30,590774,10083,4501,7,1,0.95
2022-04-05,1087,36,30,591068,10088,4503,7,1,0.95
2022-04-06,1083,36,30,591361,10093,4505,7,1,0.95
2022-04-07,1080,36,29,591653,10098,4507,7,1,0.95
2022-04-08,1076,36,29,591944,10103,4509,7,1,0.95
2022-04-09,1073,36,29,592235,10108,4511,7,1,0.95
2022-04-10,1069,36,29,592524,10113,4513,7,1,0.95
2022-04-11,1066,36,29,592812,10118,4515,7,1,0.95
2022-04-12,1062,35,29,593100,10122,4518,7,1,0.95
2022-04-13,1058,35,29,593386,10127,4520,7,1,0.95
2022-04-14,1055,35,29,593672,10132,4522,7,1,0.95
2022-04-15,1051,35,29,593956,10137,4524,7,1,0.95
2022-04-16,1048,35,29,594240,10142,4526,7,1,0.95
2022-04-17,1044,35,29,594522,10146,4528,7,1,0.95
2022-04-18,1041,35,28,594804,10151,4530,7,1,0.95
2022-04-19,1037,35,28,595084,10156,4532,7,1,0.95
2022-04-20,1034,34,28,595364,10161,4534,7,1,0.95
2022-04-21,1030,34,28,595643,10165,4536,7,1,0.95
2022-04-22,1027,34,28,595921,10170,4538,7,1,0.95
2022-04-23,1023,34,28,596198,10175,4540,7,1,0.95
2022-04-24,1020,34,28,596473,10179,4542,7,1,0.95
2022-04-25,1016,34,28,596748,10184,4544,7,1,0.95
2022-04-26,1013,34,28,597023,10189,4546,7,1,0.95
2022-04-27,1010,34,28,597296,10193,4548,7,1,0.95
2022-04-28,1006,34,28,597568,10198,4550,7,1,0.95
2022-04-29,1003,33,27,597839,10202,4552,7,1,0.95
2022-04-30,999,33,27,598109,10207,4554,7,1,0.95
2022-05-01,996,33,27,598379,10211,4556,7,1,0.95
2022-05-02,993,33,27,598647,10216,4558,7,1,0.95
2022-05-03,989,33,27,598915,10220,4560,7,1,0.95
2022-05-04,986,33,27,599182,10225,4562,7,1,0.95
2022-05-05,982,33,27,599447,10229,4564,7,1,0.95
2022-05-06,979,33,27,599712,10234,4566,7,1,0.95
2022-05-07,976,33,27,599976,10238,4568,7,1,0.95
2022-05-08,972,32,27,600239,10243,4570,7,1,0.95
2022-05-09,969,32,27,600501,10247,4571,7,1,0.95
2022-05-10,966,32,26,600762,10252,4573,7,1,0.95
2022-05-11,962,32,26,601023,10256,4575,7,1,0.95
2022-05-12,959,32,26,601282,10260,4577,7,1,0.95
2022-05-13,956,32,26,601540,10265,4579,7,1,0.95
2022-05-14,952,32,26,601798,10269,4581,7,1,0.95
2022-05-15,949,32,26,602055,10273,4583,7,1,0.95
2022-05-16,946,32,26,602310,10278,4585,7,1,0.95
2022-05-17,942,31,26,602565,10282,4587,7,1,0.95
2022-05-18,939,31,26,602819,10286,4588,7,1,0.95
2022-05-19,936,31,26,603072,10290,4590,7,1,0.95
2022-05-20,933,31,26,603325,10295,4592,7,1,0.95
2022-05-21,929,31,25,603576,10299,4594,7,1,0.95
2022-05-22,926,31,25,603826,10303,4596,7,1,0.95
2022-05-23,923,31,25,604076,10307,4598,7,1,0.95
2022-05-24,920,31,25,604325,10312,4599,7,1,0.95
2022-05-25,916,31,25,604572,10316,4601,7,1,0.95
2022-05-26,913,30,25,604819,10320,4603,7,1,0.95
2022-05-27,910,30,25,605065,10324,4605,7,1,0.95
2022-05-28,907,30,25,605311,10328,4607,7,1,0.95
2022-05-29,904,30,25,605555,10332,4608,7,1,0.95
2022-05-30,900,30,25,605799,10336,4610,7,1,0.95
2022-05-31,897,30,25,606041,10341,4612,7,1,0.95
2022-06-01,894,30,24,606283,10345,4614,7,1,0.95
2022-06-02,891,30,24,606524,10349,4615,7,1,0.95
2022-06-03,888,30,24,606764,10353,4617,7,1,0.95
2022-06-04,885,30,24,607003,10357,4619,7,1,0.95
2022-06-05,882,29,24,607241,10361,4621,7,1,0.95
2022-06-06,878,29,24,607479,10365,4622,7,1,0.95
2022-06-07,875,29,24,607716,10369,4624,7,1,0.95
2022-06-08,872,29,24,607951,10373,4626,7,1,0.95
2022-06-09,869,29,24,608186,10377,4628,7,1,0.95
2022-06-10,866,29,24,608421,10381,4629,7,1,0.95
2022-06-11,863,29,24,608654,10385,4631,7,1,0.95
2022-06-12,860,29,24,608886,10388,4633,7,1,0.95
2022-06-13,857,29,23,609118,10392,4634,7,1,0.95
2022-06-14,854,29,23,609349,10396,4636,7,1,0.95
2022-06-15,851,28,23,609579,10400,4638,7,1,0.95
2022-06-16,848,28,23,609808,10404,4639,7,1,0.95
2022-06-17,845,28,23,610036,10408,4641,7,1,0.95
2022-06-18,842,28,23,610264,10412,4643,7,1,0.95
2022-06-19,838,28,23,610490,10416,4644,7,1,0.95
2022-06-20,835,28,23,610716,10419,4646,7,1,0.95
2022-06-21,832,28,23,610941,10423,4648,7,1,0.95
2022-06-22,829,28,23,611165,10427,4649,7,1,0.95
2022-06-23,826,28,23,611389,10431,4651,7,1,0.95
2022-06-24,824,28,23,611611,10434,4652,7,1,0.95
2022-06-25,821,27,22,611833,10438,4654,7,1,0.95
2022-06-26,818,27,22,612054,10442,4656,7,1,0.95
2022-06-27,815,27,22,612274,10446,4657,7,1,0.95
2022-06-28,812,27,22,612494,10449,4659,7,1,0.95
2022-06-29,809,27,22,612713,10453,4661,7,1,0.95
2022-06-30,806,27,22,612930,10457,4662,7,1,0.95
2022-07-01,803,27,22,613147,10460,4664,7,1,0.95
2022-07-02,800,27,22,613364,10464,4665,7,1,0.95
2022-07-03,797,27,22,613579,10468,4667,7,1,0.95
2022-07-04,794,27,22,613794,10471,4668,7,1,0.95
2022-07-05,791,26,22,614008,10475,4670,7,1,0.95
2022-07-06,788,26,22,614221,10478,4672,7,1,0.95
2022-07-07,786,26,22,614433,10482,4673,7,1,0.95
2022-07-08,783,26,21,614644,10486,4675,7,1,0.95
2022-07-09,780,26,21,614855,10489,4676,7,1,0.95
2022-07-10,777,26,21,615065,10493,4678,7,1,0.95
2022-07-11,774,26,21,615274,10496,4679,7,1,0.95
2022-07-12,771,26,21,615483,10500,4681,7,1,0.95
2022-07-13,768,26,21,615690,10503,4682,7,1,0.95
2022-07-14,766,26,21,615897,10507,4684,7,1,0.95
2022-07-15,763,26,21,616104,10510,4685,7,1,0.95
2022-07-16,760,25,21,616309,10514,4687,7,1,0.95
2022-07-17,757,25,21,616514,10517,4688,7,1,0.95
2022-07-18,754,25,21,616717,10521,4690,7,1,0.95
2022-07-19,752,25,21,616921,10524,4691,7,1,0.95
2022-07-20,749,25,21,617123,10527,4693,7,1,0.95
2022-07-21,746,25,20,617325,10531,4694,7,1,0.95
2022-07-22,743,25,20,617525,10534,4696,7,1,0.95
2022-07-23,741,25,20,617726,10538,4697,7,1,0.95
2022-07-24,738,25,20,617925,10541,4699,7,1,0.95
2022-07-25,735,25,20,618124,10544,4700,7,1,0.95
2022-07-26,732,24,20,618321,10548,4701,7,1,0.95
2022-07-27,730,24,20,618519,10551,4703,7,1,0.95
2022-07-28,727,24,20,618715,10554,4704,7,1,0.95
2022-07-29,724,24,20,618911,10558,4706,7,1,0.95
2022-07-30,722,24,20,619106,10561,4707,7,1,0.95
2022-07-31,719,24,20,619300,10564,4709,7,1,0.95
2022-08-01,716,24,20,619494,10567,4710,7,1,0.95
2022-08-02,714,24,20,619686,10571,4711,7,1,0.95
2022-08-03,711,24,20,619878,10574,4713,7,1,0.95
2022-08-04,708,24,19,620070,10577,4714,7,1,0.95
2022-08-05,706,24,19,620260,10580,4716,7,1,0.95
2022-08-06,703,24,19,620450,10584,4717,7,1,0.95
2022-08-07,700,23,19,620640,10587,4718,7,1,0.95
2022-08-08,698,23,19,620828,10590,4720,7,1,0.95
2022-08-09,695,23,19,621016,10593,4721,7,1,0.95
2022-08-10,692,23,19,621203,10596,4722,7,1,0.95
2022-08-11,690,23,19,621389,10599,4724,7,1,0.95
2022-08-12,687,23,19,621575,10603,4725,7,1,0.95
2022-08-13,685,23,19,621760,10606,4726,7,1,0.95
2022-08-14,682,23,19,621944,10609,4728,7,1,0.95
2022-08-15,680,23,19,622128,10612,4729,7,1,0.95
2022-08-16,677,23,19,622311,10615,4731,7,1,0.95
2022-08-17,674,23,19,622493,10618,4732,7,1,0.95
2022-08-18,672,22,18,622675,10621,4733,7,1,0.95
2022-08-19,669,22,18,622855,10624,4734,7,1,0.95
2022-08-20,667,22,18,623036,10627,4736,7,1,0.95
2022-08-21,664,22,18,623215,10630,4737,7,1,0.95
2022-08-22,662,22,18,623394,10633,4738,7,1,0.95
2022-08-23,659,22,18,623572,10636,4740,7,1,0.95
2022-08-24,657,22,18,623749,10639,4741,7,1,0.95
2022-08-25,654,22,18,623926,10642,4742,7,1,0.95
2022-08-26,652,22,18,624102,10645,4744,7,1,0.95
2022-08-27,649,22,18,624278,10648,4745,7,1,0.95
2022-08-28,647,22,18,624452,10651,4746,7,1,0.95
2022-08-29,644,22,18,624627,10654,4747,7,1,0.95
2022-08-30,642,21,18,624800,10657,4749,7,1,0.95
2022-08-31,640,21,18,624973,10660,4750,7,1,0.95
2022-09-01,637,21,18,625145,10663,4751,7,1,0.95
2022-09-02,635,21,17,625316,10666,4752,7,1,0.95
2022-09-03,632,21,17,625487,10669,4754,7,1,0.95
2022-09-04,630,21,17,625657,10671,4755,7,1,0.95
2022-09-05,627,21,17,625827,10674,4756,7,1,0.95
2022-09-06,625,21,17,625996,10677,4757,7,1,0.95
2022-09-07,623,21,17,626164,10680,4759,7,1,0.95
2022-09-08,620,21,17,626331,10683,4760,7,1,0.95
2022-09-09,618,21,17,626498,10686,4761,7,1,0.95
2022-09-10,616,21,17,626665,10688,4762,7,1,0.95
2022-09-11,613,21,17,626830,10691,4763,7,1,0.95
2022-09-12,611,20,17,626995,10694,4765,7,1,0.95
2022-09-13,609,20,17,627160,10697,4766,7,1,0.95
2022-09-14,606,20,17,627323,10700,4767,7,1,0.95
2022-09-15,604,20,17,627486,10702,4768,7,1,0.95
2022-09-16,602,20,17,627649,10705,4769,7,1,0.95
2022-09-17,599,20,16,627811,10708,4771,7,1,0.95
2022-09-18,597,20,16,627972,10710,4772,7,1,0.95
2022-09-19,595,20,16,628133,10713,4773,7,1,0.95
2022-09-20,592,20,16,628292,10716,4774,7,1,0.95
2022-09-21,590,20,16,628452,10719,4775,7,1,0.95
2022-09-22,588,20,16,628611,10721,4776,7,1,0.95
2022-09-23,586,20,16,628769,10724,4778,7,1,0.95
2022-09-24,583,20,16,628926,10727,4779,7,1,0.95
2022-09-25,581,19,16,629083,10729,4780,7,1,0.95
2022-09-26,579,19,16,629239,10732,4781,7,1,0.95
2022-09-27,577,19,16,629395,10734,4782,7,1,0.95
2022-09-28,574,19,16,629550,10737,4783,7,1,0.95
2022-09-29,572,19,16,629705,10740,4784,7,1,0.95
2022-09-30,570,19,16,629859,10742,4786,7,1,0.95
2022-10-01,568,19,16,630012,10745,4787,7,1,0.95
2022-10-02,565,19,16,630165,10747,4788,7,1,0.95
2022-10-03,563,19,15,630317,10750,4789,7,1,0.95
2022-10-04,561,19,15,630468,10753,4790,7,1,0.95
2022-10-05,559,19,15,630619,10755,4791,7,1,0.95
2022-10-06,557,19,15,630770,10758,4792,7,1,0.95
2022-10-07,555,19,15,630919,10760,4793,7,1,0.95
2022-10-08,552,19,15,631068,10763,4794,7,1,0.95
2022-10-09,550,18,15,631217,10765,4795,7,1,0.95
2022-10-10,548,18,15,631365,10768,4797,7,1,0.95
2022-10-11,546,18,15,631512,10770,4798,7,1,0.95
2022-10-12,544,18,15,631659,10773,4799,7,1,0.95
2022-10-13,542,18,15,631806,10775,4800,7,1,0.95
2022-10-14,540,18,15,631951,10778,4801,7,1,0.95
2022-10-15,537,18,15,632096,10780,4802,7,1,0.95
2022-10-16,535,18,15,632241,10783,4803,7,1,0.95
2022-10-17,533,18,15,632385,10785,4804,7,1,0.95
2022-10-18,531,18,15,632528,10787,4805,7,1,0.95
2022-10-19,529,18,15,632671,10790,4806,7,1,0.95
2022-10-20,527,18,15,632814,10792,4807,7,1,0.95
2022-10-21,525,18,14,632955,10795,4808,7,1,0.95
2022-10-22,523,18,14,633096,10797,4809,7,1,0.95
2022-10-23,521,17,14,633237,10799,4810,7,1,0.95
2022-10-24,519,17,14,633377,10802,4811,7,1,0.95
2022-10-25,517,17,14,633517,10804,4812,7,1,0.95
2022-10-26,515,17,14,633656,10806,4813,7,1,0.95
2022-10-27,513,17,14,633794,10809,4814,7,1,0.95
2022-10-28,511,17,14,633932,10811,4815,7,1,0.95
2022-10-29,509,17,14,634069,10813,4816,7,1,0.95
2022-10-30,507,17,14,634206,10816,4817,7,1,0.95
2022-10-31,505,17,14,634342,10818,4818,7,1,0.95
2022-11-01,503,17,14,634478,10820,4819,7,1,0.95
2022-11-02,501,17,14,634613,10823,4820,7,1,0.95
2022-11-03,499,17,14,634748,10825,4821,7,1,0.95
2022-11-04,497,17,14,634882,10827,4822,7,1,0.95
2022-11-05,495,17,14,635016,10829,4823,7,1,0.95
2022-11-06,493,17,14,635149,10832,4824,7,1,0.95
2022-11-07,491,16,14,635281,10834,4825,7,1,0.95
2022-11-08,489,16,13,635413,10836,4826,7,1,0.95
2022-11-09,487,16,13,635545,10838,4827,7,1,0.95
2022-11-10,485,16,13,635676,10841,4828,7,1,0.95
2022-11-11,483,16,13,635806,10843,4829,7,1,0.95
2022-11-12,481,16,13,635936,10845,4830,7,1,0.95
2022-11-13,479,16,13,636066,10847,4831,7,1,0.95
2022-11-14,477,16,13,636194,10849,4832,7,1,0.95
2022-11-15,476,16,13,636323,10851,4833,7,1,0.95
2022-11-16,474,16,13,636451,10854,4834,7,1,0.95
2022-11-17,472,16,13,636578,10856,4835,7,1,0.95
2022-11-18,470,16,13,636705,10858,4835,7,1,0.95
2022-11-19,468,16,13,636831,10860,4836,7,1,0.95
2022-11-20,466,16,13,636957,10862,4837,7,1,0.95
2022-11-21,464,16,13,637082,10864,4838,7,1,0.95
2022-11-22,462,16,13,637207,10866,4839,7,1,0.95
2022-11-23,461,15,13,637332,10869,4840,7,1,0.95
2022-11-24,459,15,13,637456,10871,4841,7,1,0.95
2022-11-25,457,15,13,637579,10873,4842,7,1,0.95
2022-11-26,455,15,13,637702,10875,4843,7,1,0.95
2022-11-27,453,15,12,637824,10877,4844,7,1,0.95
2022-11-28,452,15,12,637946,10879,4845,7,1,0.95
2022-11-29,450,15,12,638067,10881,4845,7,1,0.95
2022-11-30,448,15,12,638188,10883,4846,7,1,0.95
2022-12-01,446,15,12,638309,10885,4847,7,1,0.95
2022-12-02,444,15,12,638429,10887,4848,7,1,0.95
2022-12-03,443,15,12,638548,10889,4849,7,1,0.95
2022-12-04,441,15,12,638667,10891,4850,7,1,0.95
2022-12-05,439,15,12,638786,10893,4851,7,1,0.95
2022-12-06,437,15,12,638904,10895,4852,7,1,0.95
2022-12-07,436,15,12,639021,10897,4852,7,1,0.95
2022-12-08,434,15,12,639138,10899,4853,7,1,0.95
2022-12-09,432,14,12,639255,10901,4854,7,1,0.95
2022-12-10,430,14,12,639371,10903,4855,7,1,0.95
2022-12-11,429,14,12,639487,10905,4856,7,1,0.95
2022-12-12,427,14,12,639602,10907,4857,7,1,0.95
2022-12-13,425,14,12,639717,10909,4857,7,1,0.95
2022-12-14,423,14,12,639831,10911,4858,7,1,0.95
2022-12-15,422,14,12,639945,10913,4859,7,1,0.95
2022-12-16,420,14,12,640058,10915,4860,7,1,0.95
2022-12-17,418,14,12,640171,10916,4861,7,1,0.95
2022-12-18,417,14,11,640283,10918,4862,7,1,0.95
2022-12-19,415,14,11,640395,10920,4862,7,1,0.95
2022-12-20,413,14,11,640507,10922,4863,7,1,0.95
2022-12-21,412,14,11,640618,10924,4864,7,1,0.95
2022-12-22,410,14,11,640729,10926,4865,7,1,0.95
2022-12-23,408,14,11,640839,10928,4866,7,1,0.95
2022-12-24,407,14,11,640949,10930,4866,7,1,0.95
2022-12-25,405,14,11,641058,10931,4867,7,1,0.95
2022-12-26,403,14,11,641167,10933,4868,7,1,0.95
2022-12-27,402,13,11,641275,10935,4869,7,1,0.95
2022-12-28,400,13,11,641383,10937,4870,7,1,0.95
2022-12-29,399,13,11,641491,10939,4870,7,1,0.95
2022-12-30,397,13,11,641598,10941,4871,7,1,0.95
2022-12-31,395,13,11,641705,10942,4872,7,1,0.95
2023-01-01,394,13,11,641811,10944,4873,7,1,0.95
2023-01-02,392,13,11,641917,10946,4874,7,1,0.95
2023-01-03,391,13,11,642022,10948,4874,7,1,0.95
2023-01-04,389,13,11,642127,10950,4875,7,1,0.95
2023-01-05,387,13,11,642232,10951,4876,7,1,0.95
2023-01-06,386,13,11,642336,10953,4877,7,1,0.95
2023-01-07,384,13,11,642439,10955,4877,7,1,0.95
2023-01-08,383,13,11,642543,10957,4878,7,1,0.95
2023-01-09,381,13,11,642645,10958,4879,7,1,0.95
2023-01-10,380,13,10,642748,10960,4880,7,1,0.95
2023-01-11,378,13,10,642850,10962,4880,7,1,0.95
2023-01-12,376,13,10,642951,10963,4881,7,1,0.95
2023-01-13,375,13,10,643053,10965,4882,7,1,0.95
2023-01-14,373,13,10,643153,10967,4883,7,1,0.95
2023-01-15,372,12,10,643254,10969,4883,7,1,0.95
2023-01-16,370,12,10,643354,10970,4884,7,1,0.95
2023-01-17,369,12,10,643453,10972,4885,7,1,0.95
2023-01-18,367,12,10,643552,10974,4885,7,1,0.95
2023-01-19,366,12,10,643651,10975,4886,7,1,0.95
2023-01-20,364,12,10,643749,10977,4887,7,1,0.95
2023-01-21,363,12,10,643847,10979,4888,7,1,0.95
2023-01-22,361,12,10,643945,10980,4888,7,1,0.95
2023-01-23,360,12,10,644042,10982,4889,7,1,0.95
